time:,theta,dTheta,thetaError
0.7300000000000004,-0.6021342218259037,-1.3938292211584373,0.6021342218259037
0.7400000000000004,-0.6162557280172397,-1.4024536104696512,0.6162557280172397
0.7500000000000004,-0.6304626688164541,-1.4107465337190055,0.6304626688164541
0.7600000000000005,-0.6447516834209046,-1.4187054258232525,0.6447516834209046
0.7700000000000005,-0.6591193853822143,-1.426327774603267,0.6591193853822143
0.7800000000000005,-0.6735623631739255,-1.433611127378186,0.6735623631739255
0.7900000000000005,-0.6880771808255961,-1.4405530975255658,0.6880771808255961
0.8000000000000005,-0.7026603786229206,-1.4471513709937953,0.7026603786229206
0.8100000000000005,-0.7173084738733317,-1.4534037127528237,0.7173084738733317
0.8200000000000005,-0.7320179617363831,-1.459307973169174,0.7320179617363831
0.8300000000000005,-0.7467853161180732,-1.464862094291087,0.7467853161180732
0.8400000000000005,-0.761606990628141,-1.4700641160296497,0.761606990628141
0.8500000000000005,-0.7764794195992025,-1.4749121822217532,0.7764794195992025
0.8600000000000005,-0.7913990191664693,-1.4794045465608152,0.7913990191664693
0.8700000000000006,-0.8063621884066415,-1.4835395783812944,0.8063621884066415
0.8800000000000006,-0.8213653105344235,-1.4873157682832514,0.8213653105344235
0.8900000000000006,-0.8364047541549897,-1.4907317335833774,0.8364047541549897
0.9000000000000006,-0.8514768745705675,-1.493786223579255,0.8514768745705675
0.9100000000000006,-0.8665780151391939,-1.4964781246138985,0.8665780151391939
0.9200000000000006,-0.881704508683563,-1.4988064649280683,0.881704508683563
0.9300000000000006,-0.8968526789477567,-1.500770419288238,0.8968526789477567
0.9400000000000006,-0.9120188420995389,-1.5023693133786369,0.9120188420995389
0.9500000000000006,-0.9271993082757705,-1.5036026279463155,0.9271993082757705
0.9600000000000006,-0.9423903831683952,-1.5044700026887665,0.9423903831683952
0.9700000000000006,-0.9575883696483519,-1.5049712398743025,0.9575883696483519
0.9800000000000006,-0.9727895694246638,-1.5051063076860358,0.9727895694246638
0.9900000000000007,-0.9879902847358691,-1.5048753432810782,0.9879902847358691
1.0000000000000007,-1.0031868200708802,-1.5042786555573053,1.0031868200708802
1.0100000000000007,-1.0183754839162797,-1.5033167276208457,1.0183754839162797
1.0200000000000007,-1.0335525905270044,-1.501990218948291,1.0335525905270044
1.0300000000000007,-1.048714461717299,-1.5002999672384731,1.048714461717299
1.0400000000000007,-1.0638574286687914,-1.4982469899495514,1.0638574286687914
1.0500000000000007,-1.0789778337524845,-1.495832485518043,1.0789778337524845
1.0600000000000007,-1.09407203236145,-1.4930578342573615,1.09407203236145
1.0700000000000007,-1.1091363947509651,-1.4899245989343706,1.1091363947509651
1.0700000000000007,-1.1091363947509651,-1.4899245989343706,1.1091363947509651
